                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     22,                 1.5283,                 1.3759,                  1.684,                0.20416,                0.47273,                0.29173,                0.14419,                 1.7832,                 2.6014,                 2.1616,              0.0013204,              0.0013204,              0.0013204
                     23,                 1.5287,                 1.4151,                 1.6491,                0.38218,                    0.9,                0.60176,                 0.2775,                 1.4839,                 1.7213,                 1.8966,              0.0013039,              0.0013039,              0.0013039
                     24,                 1.3785,                 1.3844,                 1.5392,                0.44459,                 0.7826,                0.62692,                0.33235,                  1.608,                   1.64,                 2.0346,              0.0012874,              0.0012874,              0.0012874
                     25,                 1.5067,                 1.4163,                 1.6658,                0.47176,                 0.9633,                0.70442,                0.37257,                 1.5291,                  1.348,                 1.8808,              0.0012709,              0.0012709,              0.0012709
                     26,                  1.426,                 1.3483,                 1.5826,                0.42427,                0.91053,                 0.6423,                0.37234,                 1.5339,                 1.5103,                 1.7966,              0.0012544,              0.0012544,              0.0012544
                     27,                 1.4208,                 1.3838,                 1.6176,                0.58208,                    0.9,                0.63602,                0.35376,                 1.5753,                 1.4447,                 1.8939,              0.0012379,              0.0012379,              0.0012379
                     28,                 1.5043,                 1.3907,                 1.6592,                0.48245,                      1,                0.64042,                0.35145,                 1.5797,                 1.1887,                 2.0418,              0.0012214,              0.0012214,              0.0012214
                     29,                 1.4297,                 1.3257,                 1.6098,                0.50871,                      1,                0.67073,                0.38283,                 1.5319,                 1.1264,                 1.9208,              0.0012049,              0.0012049,              0.0012049
                     30,                 1.4721,                 1.3832,                 1.6608,                 0.4793,                0.95455,                0.73647,                0.41265,                 1.5097,                 1.2415,                  1.902,              0.0011884,              0.0011884,              0.0011884
                     31,                 1.4031,                 1.3707,                 1.6419,                0.47089,                      1,                0.69505,                0.38004,                 1.5192,                 1.2911,                 1.9297,              0.0011719,              0.0011719,              0.0011719
                     32,                  1.468,                 1.3792,                 1.6775,                0.64966,                0.57273,                0.78686,                0.41905,                 1.7573,                 1.5603,                 2.0771,              0.0011554,              0.0011554,              0.0011554
                     33,                 1.5047,                 1.4076,                 1.7378,                0.50861,                0.75944,                 0.5614,                0.22379,                  1.981,                  1.914,                 2.1974,              0.0011389,              0.0011389,              0.0011389
                     34,                 1.5157,                  1.378,                   1.66,                 0.4915,                0.94116,                0.64457,                0.28973,                 1.9807,                  1.586,                 2.1744,              0.0011224,              0.0011224,              0.0011224
                     35,                 1.4211,                  1.308,                 1.6138,                0.49512,                0.81818,                0.56149,                 0.2971,                 1.7039,                 1.5188,                 1.9579,              0.0011059,              0.0011059,              0.0011059
                     36,                 1.4158,                 1.3599,                 1.6186,                0.48771,                0.95455,                0.65197,                0.32091,                  1.682,                 1.2734,                 1.9802,              0.0010894,              0.0010894,              0.0010894
                     37,                 1.4415,                 1.3309,                 1.6236,                0.47963,                0.95455,                0.64593,                0.36652,                 1.5472,                 1.2136,                 1.8827,              0.0010729,              0.0010729,              0.0010729
                     38,                 1.3343,                 1.3597,                 1.5798,                0.47312,                0.89913,                0.62055,                 0.3332,                 1.5414,                 1.3687,                 1.8816,              0.0010564,              0.0010564,              0.0010564
                     39,                 1.4076,                 1.3371,                 1.5782,                0.43556,                0.90909,                0.56663,                0.32992,                 1.6027,                 1.4358,                 1.9397,              0.0010399,              0.0010399,              0.0010399
                     40,                 1.4469,                 1.3557,                 1.5829,                0.47299,                    0.9,                0.59128,                0.34963,                 1.5204,                 1.1495,                 1.8851,              0.0010234,              0.0010234,              0.0010234
                     41,                 1.4539,                 1.2449,                 1.5847,                0.48987,                    0.9,                0.63173,                0.35293,                 1.5708,                 1.1316,                 1.9722,              0.0010069,              0.0010069,              0.0010069
                     42,                 1.3594,                 1.3334,                 1.6125,                0.55898,                0.65455,                0.64739,                0.37501,                 1.6501,                 1.2845,                 2.0525,             0.00099036,             0.00099036,             0.00099036
                     43,                 1.3536,                 1.2677,                 1.5742,                0.64547,                    0.8,                0.69751,                0.41523,                 1.4883,                 1.4569,                 1.9436,             0.00097386,             0.00097386,             0.00097386
                     44,                 1.3018,                 1.2523,                 1.5559,                0.51006,                0.65455,                0.58481,                0.32729,                 1.6119,                 1.5134,                 2.0285,             0.00095736,             0.00095736,             0.00095736
                     45,                 1.4154,                 1.3088,                 1.5861,                0.43797,                0.66364,                0.50886,                0.24726,                 1.6867,                 1.6112,                 2.0416,             0.00094085,             0.00094085,             0.00094085
                     46,                  1.388,                 1.3104,                 1.6022,                0.48397,                      1,                0.58045,                0.33615,                 1.4607,                 1.3187,                 1.8013,             0.00092435,             0.00092435,             0.00092435
                     47,                 1.3545,                 1.2658,                 1.6158,                0.46186,                0.95455,                0.68801,                0.41597,                 1.4117,                 1.2561,                 1.7792,             0.00090785,             0.00090785,             0.00090785
                     48,                 1.3053,                 1.2211,                  1.524,                0.48478,                      1,                0.66344,                0.37035,                 1.4524,                 1.1012,                 1.7625,             0.00089134,             0.00089134,             0.00089134
                     49,                 1.3316,                 1.2445,                 1.5016,                0.49144,                0.99844,                0.62475,                0.35124,                 1.4015,                 1.0671,                 1.7377,             0.00087484,             0.00087484,             0.00087484
                     50,                 1.3315,                 1.2503,                 1.5511,                0.46497,                0.92106,                0.64465,                0.35692,                 1.4584,                 1.0533,                 1.7657,             0.00085834,             0.00085834,             0.00085834
                     51,                  1.402,                 1.2822,                 1.5236,                0.48891,                      1,                0.68523,                 0.3813,                 1.4525,                  1.042,                 1.7946,             0.00084184,             0.00084184,             0.00084184
                     52,                 1.3367,                 1.2282,                 1.5487,                0.57662,                0.76825,                0.67871,                0.33645,                 1.6047,                 1.1068,                 1.9534,             0.00082533,             0.00082533,             0.00082533
                     53,                 1.4031,                 1.2345,                 1.6152,                0.49289,                      1,                0.64607,                0.37266,                  1.524,                 1.0587,                 1.9586,             0.00080883,             0.00080883,             0.00080883
                     54,                 1.3346,                 1.2557,                 1.5386,                0.50679,                0.82816,                0.61954,                0.31483,                 1.6707,                 1.1841,                 2.0624,             0.00079233,             0.00079233,             0.00079233
                     55,                 1.2634,                 1.2245,                  1.515,                0.49614,                      1,                0.64333,                0.35582,                 1.4645,                 1.0328,                 1.8935,             0.00077582,             0.00077582,             0.00077582
                     56,                 1.4077,                 1.2345,                 1.5878,                0.52741,                    0.9,                 0.6949,                0.40479,                 1.4223,                 1.0249,                 1.7961,             0.00075932,             0.00075932,             0.00075932
                     57,                 1.1911,                 1.1992,                 1.4712,                0.55261,                    0.9,                0.70119,                0.38592,                 1.4872,                 1.0383,                  1.845,             0.00074282,             0.00074282,             0.00074282
                     58,                 1.2641,                  1.211,                 1.4954,                0.55152,                0.85455,                0.69794,                 0.3824,                  1.437,                   1.02,                 1.8286,             0.00072631,             0.00072631,             0.00072631
                     59,                 1.2785,                 1.2554,                  1.537,                0.49634,                      1,                0.64982,                0.37795,                 1.3698,                 1.0459,                 1.7849,             0.00070981,             0.00070981,             0.00070981
                     60,                 1.3358,                 1.2279,                 1.5425,                0.49467,                      1,                0.63369,                0.36924,                 1.4666,                 1.0575,                 1.8161,             0.00069331,             0.00069331,             0.00069331
                     61,                 1.2984,                 1.2011,                 1.5179,                0.49331,                      1,                0.60447,                0.34114,                 1.5247,                 1.0278,                 1.8624,              0.0006768,              0.0006768,              0.0006768
                     62,                 1.3116,                 1.1893,                 1.5318,                0.49133,                0.99199,                0.59311,                0.31816,                 1.6051,                 1.0402,                 1.9161,              0.0006603,              0.0006603,              0.0006603
                     63,                  1.362,                 1.2358,                 1.6107,                0.48984,                0.98867,                0.59632,                0.34546,                 1.5461,                 1.0342,                 1.9066,              0.0006438,              0.0006438,              0.0006438
                     64,                 1.3074,                 1.2336,                 1.4738,                0.48959,                0.97782,                0.59892,                0.36463,                  1.416,                 1.0049,                  1.766,             0.00062729,             0.00062729,             0.00062729
                     65,                 1.2831,                 1.2739,                    1.5,                0.50078,                      1,                 0.6244,                0.37734,                 1.4316,                 1.0116,                 1.7612,             0.00061079,             0.00061079,             0.00061079
                     66,                 1.3286,                  1.188,                 1.4881,                0.48646,                      1,                0.59658,                0.33231,                 1.4017,                 0.9965,                 1.7448,             0.00059429,             0.00059429,             0.00059429
                     67,                 1.2999,                 1.2237,                 1.5593,                0.47601,                    0.9,                0.63511,                0.36454,                 1.3701,                 1.0314,                 1.7264,             0.00057778,             0.00057778,             0.00057778
                     68,                 1.2242,                 1.2081,                  1.444,                0.50277,                    0.9,                0.72712,                0.49483,                 1.3584,                0.99982,                 1.7123,             0.00056128,             0.00056128,             0.00056128
                     69,                 1.2571,                 1.2255,                 1.4456,                0.49893,                    0.9,                    0.8,                0.52026,                 1.3786,                0.97001,                 1.7414,             0.00054478,             0.00054478,             0.00054478
                     70,                 1.2816,                 1.1999,                 1.5465,                0.49171,                      1,                0.71619,                0.44086,                 1.3836,                0.96509,                 1.7431,             0.00052827,             0.00052827,             0.00052827
                     71,                 1.2319,                 1.2031,                 1.4603,                0.49041,                0.95905,                0.70242,                0.43975,                 1.4005,                  1.011,                 1.7545,             0.00051177,             0.00051177,             0.00051177
                     72,                 1.2354,                 1.1647,                  1.459,                 0.4952,                      1,                0.77808,                0.51827,                 1.3407,                 1.0169,                 1.6832,             0.00049527,             0.00049527,             0.00049527
                     73,                 1.2503,                 1.2002,                 1.5154,                0.49087,                      1,                0.70581,                0.48387,                 1.2992,                 1.0233,                 1.6732,             0.00047876,             0.00047876,             0.00047876
                     74,                 1.1848,                 1.1472,                 1.4522,                 0.4933,                      1,                0.67425,                0.44679,                 1.3425,                0.99076,                 1.7098,             0.00046226,             0.00046226,             0.00046226
                     75,                 1.1864,                 1.1936,                 1.4564,                0.48745,                      1,                0.70504,                0.43832,                 1.4205,                 1.0243,                 1.7631,             0.00044576,             0.00044576,             0.00044576
                     76,                 1.2669,                 1.1554,                 1.4895,                0.48088,                      1,                0.57661,                0.33204,                 1.5048,                 1.0019,                 1.8199,             0.00042925,             0.00042925,             0.00042925
                     77,                 1.2167,                 1.1335,                 1.5042,                0.45838,                    0.9,                0.63736,                0.36566,                 1.4882,                 1.0122,                 1.8451,             0.00041275,             0.00041275,             0.00041275
                     78,                 1.1828,                 1.1298,                 1.4107,                0.46157,                0.94158,                0.58229,                0.34606,                 1.4301,                 1.0209,                 1.8161,             0.00039625,             0.00039625,             0.00039625
                     79,                 1.2355,                 1.2024,                 1.4564,                0.46253,                    0.9,                0.65069,                0.39764,                 1.3942,                 1.0182,                 1.7822,             0.00037974,             0.00037974,             0.00037974
                     80,                 1.2409,                 1.1556,                 1.4805,                0.49609,                0.96351,                 0.6373,                0.39195,                 1.3624,                0.98391,                 1.7717,             0.00036324,             0.00036324,             0.00036324
                     81,                 1.2109,                 1.1798,                 1.5477,                0.48596,                      1,                0.56999,                 0.3644,                  1.377,                0.98759,                 1.8215,             0.00034674,             0.00034674,             0.00034674
                     82,                 1.2057,                 1.1295,                 1.4757,                0.48345,                      1,                0.57834,                0.35627,                 1.3718,                0.98205,                 1.8294,             0.00033023,             0.00033023,             0.00033023
                     83,                 1.2541,                 1.1918,                 1.4587,                 0.4826,                      1,                0.58613,                0.37301,                 1.3245,                0.96276,                 1.7554,             0.00031373,             0.00031373,             0.00031373
                     84,                 1.1875,                 1.1523,                 1.4269,                0.48611,                      1,                0.62412,                0.38925,                 1.3363,                0.96347,                 1.7517,             0.00029723,             0.00029723,             0.00029723
                     85,                 1.0937,                 1.1105,                 1.3825,                0.48692,                      1,                0.63944,                0.40974,                 1.3233,                0.97284,                  1.739,             0.00028072,             0.00028072,             0.00028072
                     86,                 1.1365,                 1.1057,                 1.4016,                0.48516,                      1,                0.66468,                0.42874,                 1.3703,                0.95749,                 1.7582,             0.00026422,             0.00026422,             0.00026422
                     87,                 1.1612,                 1.1705,                 1.4526,                0.48151,                      1,                0.57101,                0.36066,                 1.3954,                0.95218,                 1.7663,             0.00024772,             0.00024772,             0.00024772
                     88,                 1.2153,                 1.1323,                 1.4814,                0.48138,                      1,                 0.5804,                0.37254,                 1.4032,                0.94157,                 1.7575,             0.00023121,             0.00023121,             0.00023121
                     89,                 1.0845,                 1.1196,                 1.4274,                0.50984,                      1,                0.62176,                0.38432,                 1.3652,                0.93094,                 1.7271,             0.00021471,             0.00021471,             0.00021471
                     90,                  1.061,                 1.1252,                 1.4024,                0.50122,                      1,                0.63809,                0.41313,                 1.3875,                0.93391,                 1.7466,             0.00019821,             0.00019821,             0.00019821
                     91,                 1.0985,                 1.0814,                 1.6032,                 0.5108,                      1,                0.61456,                0.37226,                 1.4706,                0.96235,                 1.8339,              0.0001817,              0.0001817,              0.0001817
                     92,                 1.0674,                 1.0439,                 1.5036,                0.49177,                      1,                0.66886,                0.42599,                 1.4672,                0.98202,                 1.8435,              0.0001652,              0.0001652,              0.0001652
                     93,                 1.1002,                 1.0522,                 1.5714,                0.49204,                      1,                0.66136,                0.43435,                 1.3996,                 0.9605,                 1.8053,              0.0001487,              0.0001487,              0.0001487
                     94,                 1.1018,                   1.01,                 1.6216,                0.49218,                      1,                0.59694,                0.38293,                 1.3561,                0.94743,                 1.7652,             0.00013219,             0.00013219,             0.00013219
                     95,                 1.1026,                  1.006,                 1.5271,                0.49313,                      1,                0.64652,                0.42447,                 1.3414,                0.93625,                 1.7449,             0.00011569,             0.00011569,             0.00011569
                     96,                 1.0479,                0.96747,                 1.4823,                0.49238,                      1,                0.64287,                0.39974,                 1.3626,                0.93142,                 1.7595,             9.9187e-05,             9.9187e-05,             9.9187e-05
                     97,                 1.0329,                  1.011,                 1.4729,                 0.4928,                      1,                0.62437,                0.39128,                 1.3719,                0.93865,                 1.7658,             8.2683e-05,             8.2683e-05,             8.2683e-05
                     98,                 1.1437,                 1.0356,                 1.5127,                0.48941,                      1,                0.61662,                0.39284,                 1.3973,                0.94549,                 1.7827,              6.618e-05,              6.618e-05,              6.618e-05
                     99,                 1.1384,                 1.0143,                 1.5428,                0.49258,                      1,                0.60719,                0.39457,                 1.3957,                0.94135,                 1.7822,             4.9677e-05,             4.9677e-05,             4.9677e-05
                    100,                 1.0235,                0.97413,                 1.4905,                0.49304,                      1,                0.61026,                0.39633,                 1.3891,                0.92627,                 1.7795,             3.3173e-05,             3.3173e-05,             3.3173e-05
