                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     13,                  1.536,                 1.3156,                 1.6894,                 0.0064,                0.18182,                0.00442,                0.00113,                 3.6005,                    inf,                 15.893,               0.001469,               0.001469,               0.001469
                     14,                 1.5033,                 1.2779,                 1.7269,                0.02774,                0.18182,                0.01184,                  0.006,                 3.1652,                 21.559,                 5.0209,              0.0014525,              0.0014525,              0.0014525
                     15,                 1.4895,                 1.2824,                 1.7538,                0.51691,                0.13636,                 0.0239,                0.00641,                 2.6916,                 4.3406,                 2.9264,               0.001436,               0.001436,               0.001436
                     16,                 1.5159,                 1.2977,                 1.6982,                 0.5436,                0.09091,                0.02407,                0.00518,                 3.4076,                 4.0031,                 3.6294,              0.0014195,              0.0014195,              0.0014195
                     17,                 1.3888,                 1.1448,                 1.5794,                0.59827,                0.27273,                0.11787,                0.03264,                 2.7034,                 11.054,                 3.2465,              0.0014029,              0.0014029,              0.0014029
                     18,                 1.4332,                 1.1693,                 1.6777,                0.02416,                0.29091,                0.01197,                0.00483,                 2.9747,                  6.135,                 3.9378,              0.0013864,              0.0013864,              0.0013864
                     19,                 1.4964,                 1.2723,                  1.691,                0.07679,                0.24545,                0.05903,                0.03245,                 2.5079,                 5.3112,                   3.58,              0.0013699,              0.0013699,              0.0013699
                     20,                 1.4393,                 1.2034,                 1.6875,                 0.5947,                0.09091,                0.02929,                0.00562,                 3.0038,                 9.8209,                 4.1555,              0.0013534,              0.0013534,              0.0013534
                     21,                 1.3451,                  1.145,                 1.5661,                 0.3433,                0.37273,                0.32894,                0.09943,                 2.6471,                 3.2463,                 4.0041,              0.0013369,              0.0013369,              0.0013369
                     22,                 1.4611,                 1.1013,                  1.637,                0.15062,                0.27273,                0.19744,                0.05368,                  2.873,                    inf,                 4.6832,              0.0013204,              0.0013204,              0.0013204
                     23,                 1.4843,                 1.0907,                 1.6017,                0.20122,                0.27273,                0.27422,                0.07187,                 2.7464,                    inf,                 3.4057,              0.0013039,              0.0013039,              0.0013039
                     24,                 1.3484,                 1.0769,                 1.4834,                0.01346,                0.19091,                0.00561,                0.00172,                 3.1598,                    inf,                 4.4308,              0.0012874,              0.0012874,              0.0012874
                     25,                 1.4271,                 1.1416,                 1.5949,                0.05145,                0.65455,                0.04227,                0.01937,                   2.02,                 18.143,                 2.2287,              0.0012709,              0.0012709,              0.0012709
                     26,                 1.3447,                 1.0443,                 1.5163,                0.81948,                0.50909,                0.63812,                0.31995,                 1.5399,                  1.353,                 1.7961,              0.0012544,              0.0012544,              0.0012544
                     27,                 1.4201,                 1.0842,                 1.5917,                 0.7805,                0.86255,                0.91541,                0.50366,                 1.4864,                0.87428,                 1.8345,              0.0012379,              0.0012379,              0.0012379
                     28,                  1.362,                 1.0138,                 1.5591,                0.84959,                    0.8,                0.83628,                0.51793,                 1.4104,                  1.344,                 1.8414,              0.0012214,              0.0012214,              0.0012214
                     29,                 1.3083,                0.94529,                 1.4951,                0.87007,                    0.9,                0.92423,                  0.554,                  1.477,                0.84759,                 1.8275,              0.0012049,              0.0012049,              0.0012049
                     30,                 1.3959,                   1.01,                 1.5742,                0.84047,                0.88853,                0.86935,                0.51039,                 1.5175,                0.96828,                 1.8391,              0.0011884,              0.0011884,              0.0011884
                     31,                 1.3607,                 1.0185,                 1.6088,                0.89664,                    0.9,                0.92565,                0.56022,                 1.4895,                 0.9278,                 1.8682,              0.0011719,              0.0011719,              0.0011719
                     32,                 1.3998,                  1.056,                 1.6164,                0.70365,                    0.9,                0.81777,                0.46904,                  1.429,                0.98393,                 1.8557,              0.0011554,              0.0011554,              0.0011554
                     33,                 1.4096,                   1.04,                 1.6412,                0.96356,                    0.9,                0.96643,                0.55567,                 1.4601,                0.77339,                 1.8673,              0.0011389,              0.0011389,              0.0011389
                     34,                 1.3531,                 1.0113,                 1.5548,                0.98398,                0.93241,                  0.995,                0.61158,                 1.4379,                0.75453,                 1.8071,              0.0011224,              0.0011224,              0.0011224
                     35,                 1.3449,                0.95717,                 1.5588,                0.92771,                0.83901,                  0.995,                0.53336,                 1.5153,                0.94086,                 1.8436,              0.0011059,              0.0011059,              0.0011059
                     36,                 1.3935,                  1.038,                 1.5975,                0.97942,                      1,                  0.995,                0.62049,                 1.3786,                 0.6967,                 1.7256,              0.0010894,              0.0010894,              0.0010894
                     37,                 1.3243,                 1.0061,                 1.5606,                0.95079,                0.94751,                  0.995,                0.60285,                 1.4447,                0.76832,                 1.7555,              0.0010729,              0.0010729,              0.0010729
                     38,                 1.2479,                0.96787,                 1.5151,                0.98825,                0.92519,                  0.995,                0.62171,                 1.3724,                0.61459,                 1.7103,              0.0010564,              0.0010564,              0.0010564
                     39,                 1.3096,                0.92141,                 1.4971,                0.91419,                0.98306,                0.97833,                0.59376,                 1.4772,                0.70092,                  1.802,              0.0010399,              0.0010399,              0.0010399
                     40,                 1.2592,                0.88965,                  1.469,                0.84851,                0.83429,                0.93071,                0.52377,                 1.4914,                  1.121,                 1.8047,              0.0010234,              0.0010234,              0.0010234
                     41,                 1.3288,                0.90958,                 1.4981,                0.87791,                    0.8,                0.87222,                0.45895,                  1.505,                 1.1288,                 1.9081,              0.0010069,              0.0010069,              0.0010069
                     42,                 1.2461,                0.93575,                 1.5133,                0.82997,                0.75455,                0.86186,                0.48387,                 1.5578,                0.91866,                  1.948,             0.00099036,             0.00099036,             0.00099036
                     43,                  1.226,                0.88668,                 1.4815,                0.93607,                    0.8,                0.91722,                0.56841,                 1.4237,                0.77811,                 1.8097,             0.00097386,             0.00097386,             0.00097386
                     44,                 1.1804,                0.90771,                 1.4793,                0.90202,                0.99202,                  0.995,                 0.5962,                 1.4536,                0.71299,                 1.8037,             0.00095736,             0.00095736,             0.00095736
                     45,                 1.2674,                0.91896,                   1.49,                0.90092,                0.99253,                  0.995,                0.65931,                 1.3884,                 0.6967,                 1.7373,             0.00094085,             0.00094085,             0.00094085
                     46,                  1.241,                0.90426,                 1.4983,                0.95924,                0.97815,                  0.995,                0.63611,                 1.3811,                0.62442,                  1.709,             0.00092435,             0.00092435,             0.00092435
                     47,                  1.251,                0.84498,                 1.5308,                0.95529,                0.97402,                  0.995,                0.62017,                 1.3981,                0.63706,                  1.762,             0.00090785,             0.00090785,             0.00090785
                     48,                 1.2172,                0.80972,                 1.4361,                0.97461,                    0.9,                0.97833,                0.58271,                 1.4478,                 0.6333,                 1.7763,             0.00089134,             0.00089134,             0.00089134
                     49,                 1.2139,                0.80296,                 1.3932,                  0.938,                0.89275,                0.97833,                0.57249,                 1.5632,                0.72819,                 1.8355,             0.00087484,             0.00087484,             0.00087484
                     50,                 1.2587,                0.90969,                 1.5011,                0.90692,                0.89646,                0.97458,                0.55146,                 1.5895,                0.77593,                 1.8915,             0.00085834,             0.00085834,             0.00085834
                     51,                 1.2601,                 0.8797,                 1.4221,                0.93222,                 0.9921,                  0.995,                0.58157,                 1.5043,                0.66568,                 1.8391,             0.00084184,             0.00084184,             0.00084184
                     52,                 1.2579,                0.84829,                 1.4836,                 0.9839,                0.97882,                  0.995,                0.55885,                 1.5584,                0.62987,                 1.9276,             0.00082533,             0.00082533,             0.00082533
                     53,                 1.2587,                0.81744,                 1.5101,                0.98079,                      1,                  0.995,                0.61087,                 1.4769,                 0.5814,                 1.8229,             0.00080883,             0.00080883,             0.00080883
                     54,                  1.189,                0.84499,                 1.4498,                0.90385,                0.99028,                  0.995,                0.60672,                 1.4807,                0.65589,                 1.8315,             0.00079233,             0.00079233,             0.00079233
                     55,                 1.1562,                0.82582,                 1.4301,                0.97387,                      1,                  0.995,                0.61954,                 1.3836,                 0.5889,                 1.7183,             0.00077582,             0.00077582,             0.00077582
                     56,                 1.2804,                0.87776,                 1.4902,                0.91849,                0.92998,                  0.995,                0.60954,                 1.4347,                0.67861,                 1.7633,             0.00075932,             0.00075932,             0.00075932
                     57,                 1.1531,                0.86546,                 1.4447,                0.93716,                0.78241,                  0.995,                0.57623,                 1.6019,                0.80794,                 1.8873,             0.00074282,             0.00074282,             0.00074282
                     58,                 1.1829,                0.85348,                 1.4259,                0.95058,                0.98596,                  0.995,                0.60756,                 1.4806,                0.62081,                 1.8025,             0.00072631,             0.00072631,             0.00072631
                     59,                 1.1903,                0.88393,                 1.4519,                 0.9861,                0.98506,                  0.995,                0.61143,                 1.4397,                0.60865,                 1.7688,             0.00070981,             0.00070981,             0.00070981
                     60,                 1.1772,                0.87549,                 1.4454,                0.94355,                    0.9,                0.97083,                0.61886,                 1.4257,                0.70464,                 1.7984,             0.00069331,             0.00069331,             0.00069331
                     61,                  1.156,                0.80017,                 1.4146,                 0.8725,                0.89522,                0.96732,                0.59686,                 1.3881,                 0.7539,                 1.7472,              0.0006768,              0.0006768,              0.0006768
                     62,                 1.1506,                0.82767,                   1.44,                0.85339,                0.98519,                  0.995,                0.59182,                 1.4609,                0.74117,                 1.8122,              0.0006603,              0.0006603,              0.0006603
                     63,                  1.191,                0.87054,                 1.4999,                0.94604,                0.98596,                  0.995,                0.55867,                 1.5938,                0.66159,                 1.9829,              0.0006438,              0.0006438,              0.0006438
                     64,                 1.1711,                0.82663,                 1.4006,                0.98555,                      1,                  0.995,                0.60913,                 1.4823,                0.59613,                 1.8911,             0.00062729,             0.00062729,             0.00062729
                     65,                  1.153,                 0.8688,                 1.4233,                0.97259,                      1,                  0.995,                  0.593,                 1.4141,                0.56752,                 1.8509,             0.00061079,             0.00061079,             0.00061079
                     66,                   1.16,                0.75255,                 1.3864,                0.93687,                0.99349,                  0.995,                0.58609,                 1.4776,                0.59664,                 1.9275,             0.00059429,             0.00059429,             0.00059429
                     67,                 1.1064,                0.79918,                 1.4244,                0.94309,                    0.9,                 0.9575,                0.54569,                 1.4598,                0.66531,                 1.8819,             0.00057778,             0.00057778,             0.00057778
                     68,                 1.1057,                0.82914,                 1.3541,                0.94224,                    0.9,                0.94045,                0.56788,                 1.4582,                0.70186,                 1.8578,             0.00056128,             0.00056128,             0.00056128
                     69,                 1.1576,                0.81771,                 1.3707,                0.95997,                    0.9,                0.95056,                0.54854,                 1.4582,                0.66966,                 1.8405,             0.00054478,             0.00054478,             0.00054478
                     70,                 1.1833,                0.82547,                 1.4532,                0.88158,                0.99035,                0.94753,                0.54476,                 1.5837,                0.71667,                 1.9243,             0.00052827,             0.00052827,             0.00052827
                     71,                 1.1258,                0.78768,                 1.3894,                0.87032,                0.95238,                0.92041,                0.52925,                 1.5757,                0.63474,                 1.9483,             0.00051177,             0.00051177,             0.00051177
                     72,                 1.0922,                0.77546,                 1.3645,                0.98163,                      1,                  0.995,                0.63135,                 1.4401,                0.52541,                 1.7908,             0.00049527,             0.00049527,             0.00049527
                     73,                 1.1553,                0.84849,                 1.4422,                0.93532,                0.99068,                  0.995,                0.59991,                 1.4778,                0.57748,                 1.8439,             0.00047876,             0.00047876,             0.00047876
                     74,                 1.0284,                0.72754,                 1.3518,                0.89903,                0.99081,                  0.995,                0.60555,                 1.4415,                0.63579,                   1.82,             0.00046226,             0.00046226,             0.00046226
                     75,                 1.0022,                0.75755,                 1.3316,                0.89622,                0.98456,                  0.995,                0.61247,                  1.416,                0.65246,                 1.7949,             0.00044576,             0.00044576,             0.00044576
                     76,                 1.0481,                0.77349,                 1.3632,                  0.925,                0.97236,                0.99125,                0.60375,                 1.4558,                 0.6449,                 1.8166,             0.00042925,             0.00042925,             0.00042925
                     77,                 1.0333,                0.70092,                 1.3681,                 0.8871,                0.93983,                0.95284,                0.60834,                  1.484,                0.67104,                 1.8837,             0.00041275,             0.00041275,             0.00041275
                     78,                 1.0317,                0.68421,                 1.3157,                0.92529,                0.99212,                  0.995,                0.60196,                   1.44,                0.63814,                 1.8091,             0.00039625,             0.00039625,             0.00039625
                     79,                 1.0274,                0.74067,                 1.3148,                 0.9255,                0.99289,                  0.995,                0.64256,                 1.3905,                0.61134,                 1.7364,             0.00037974,             0.00037974,             0.00037974
                     80,                 1.0875,                 0.6986,                 1.3866,                0.93802,                    0.9,                   0.95,                0.56952,                 1.4143,                0.66858,                  1.791,             0.00036324,             0.00036324,             0.00036324
                     81,                 1.0846,                0.77991,                 1.4741,                0.93572,                    0.9,                0.92167,                0.53421,                 1.4808,                0.71006,                 1.8636,             0.00034674,             0.00034674,             0.00034674
                     82,                 1.0697,                0.72962,                 1.3545,                0.92781,                    0.9,                0.93931,                0.55141,                  1.482,                0.71096,                 1.8541,             0.00033023,             0.00033023,             0.00033023
                     83,                 1.0285,                0.73435,                 1.3137,                0.92334,                    0.9,                0.96268,                0.58301,                 1.4169,                0.62879,                 1.7486,             0.00031373,             0.00031373,             0.00031373
                     84,                 1.0145,                0.75915,                 1.3142,                0.95924,                0.99134,                  0.995,                0.64848,                 1.4102,                0.55177,                 1.6797,             0.00029723,             0.00029723,             0.00029723
                     85,                0.98286,                0.65614,                 1.2908,                0.98048,                0.99229,                  0.995,                 0.6305,                 1.4368,                 0.5505,                 1.7118,             0.00028072,             0.00028072,             0.00028072
                     86,                0.97481,                 0.6522,                  1.289,                0.96222,                0.99067,                  0.995,                0.63105,                 1.4673,                0.56537,                 1.7664,             0.00026422,             0.00026422,             0.00026422
                     87,                 1.0563,                0.73787,                 1.3642,                0.94409,                0.99256,                  0.995,                0.61419,                 1.5131,                0.60384,                 1.8476,             0.00024772,             0.00024772,             0.00024772
                     88,                 1.0613,                0.67281,                 1.3822,                0.94508,                0.99344,                  0.995,                0.60073,                 1.4634,                0.57336,                 1.8129,             0.00023121,             0.00023121,             0.00023121
                     89,                0.95211,                 0.6561,                 1.3206,                0.99002,                0.97034,                  0.995,                0.61003,                  1.404,                0.55163,                 1.7391,             0.00021471,             0.00021471,             0.00021471
                     90,                0.92722,                0.66509,                 1.3169,                      1,                0.99434,                  0.995,                0.62895,                 1.4019,                0.53846,                 1.7426,             0.00019821,             0.00019821,             0.00019821
                     91,                  1.061,                0.58743,                 1.5547,                      1,                0.99611,                  0.995,                0.59902,                 1.4437,                0.55306,                 1.8146,              0.0001817,              0.0001817,              0.0001817
                     92,                0.94131,                 0.5161,                 1.4106,                0.98827,                0.98245,                  0.995,                0.55129,                  1.575,                0.56032,                 1.9788,              0.0001652,              0.0001652,              0.0001652
                     93,                0.92512,                0.55243,                 1.4189,                0.95805,                0.98823,                0.99125,                0.53006,                 1.6287,                0.58856,                  2.025,              0.0001487,              0.0001487,              0.0001487
                     94,                0.99279,                0.54145,                 1.5388,                      1,                0.97484,                  0.995,                0.54468,                 1.6069,                0.56188,                 1.9928,             0.00013219,             0.00013219,             0.00013219
                     95,                0.87516,                0.47848,                 1.3522,                0.95315,                0.99107,                  0.995,                0.56825,                 1.5681,                0.55753,                 1.9558,             0.00011569,             0.00011569,             0.00011569
                     96,                0.87729,                0.46171,                 1.3506,                 0.9536,                0.99354,                  0.995,                0.59578,                  1.502,                0.53372,                 1.9209,             9.9187e-05,             9.9187e-05,             9.9187e-05
                     97,                0.89473,                0.51457,                 1.3733,                 0.9731,                0.99384,                  0.995,                0.59518,                 1.4853,                0.52316,                 1.9023,             8.2683e-05,             8.2683e-05,             8.2683e-05
                     98,                0.91296,                0.51746,                 1.3535,                0.97841,                0.99542,                  0.995,                 0.5958,                 1.4851,                0.51178,                   1.89,              6.618e-05,              6.618e-05,              6.618e-05
                     99,                0.92206,                0.49778,                 1.3903,                0.98519,                0.99773,                  0.995,                0.60596,                 1.4874,                0.50397,                 1.8819,             4.9677e-05,             4.9677e-05,             4.9677e-05
                    100,                 0.8445,                0.45457,                 1.3452,                0.98738,                0.99765,                  0.995,                0.60659,                 1.4852,                0.50395,                 1.8753,             3.3173e-05,             3.3173e-05,             3.3173e-05
