                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     26,                 1.4015,                 1.1764,                 1.5621,                0.45051,                0.37273,                0.35386,                0.12616,                 1.8935,                 2.4961,                 2.2287,             0.00084184,             0.00084184,             0.00084184
                     27,                 1.4284,                 1.1422,                 1.5912,                0.29722,                0.67273,                0.37224,                0.19588,                 2.0455,                 2.4082,                 2.3206,             0.00080883,             0.00080883,             0.00080883
                     28,                 1.4952,                 1.1295,                  1.645,                0.33305,                0.32727,                0.16326,                0.05383,                 2.3932,                 2.8152,                 2.5256,             0.00077582,             0.00077582,             0.00077582
                     29,                 1.4293,                 1.0493,                 1.5754,                0.52658,                0.65455,                 0.4607,                 0.1835,                 1.7416,                 2.0938,                 2.0491,             0.00074282,             0.00074282,             0.00074282
                     30,                 1.4551,                 1.0384,                 1.6085,                0.72985,                0.46364,                0.54461,                0.29292,                 1.6064,                 1.7602,                 1.8909,             0.00070981,             0.00070981,             0.00070981
                     31,                 1.4099,                 1.0544,                 1.6295,                0.72869,                0.74125,                   0.79,                 0.4277,                  1.566,                 1.1892,                  1.897,              0.0006768,              0.0006768,              0.0006768
                     32,                 1.4447,                 1.1204,                 1.6367,                0.69874,                0.79679,                0.80662,                0.42978,                  1.519,                 1.1723,                 1.8576,              0.0006438,              0.0006438,              0.0006438
                     33,                 1.5003,                 1.1247,                  1.671,                0.74246,                0.79075,                0.87833,                0.49223,                 1.3954,                 1.1026,                 1.7862,             0.00061079,             0.00061079,             0.00061079
                     34,                 1.4478,                 1.0733,                 1.6257,                0.80763,                0.80909,                0.92036,                0.55098,                 1.3668,                0.92187,                 1.7516,             0.00057778,             0.00057778,             0.00057778
                     35,                 1.3907,                 1.0213,                   1.56,                0.71151,                  0.922,                0.94967,                0.63051,                 1.3241,                 1.0195,                 1.6927,             0.00054478,             0.00054478,             0.00054478
                     36,                 1.4014,                 1.0838,                 1.5869,                0.84124,                 0.9698,                0.96643,                0.59164,                 1.5049,                0.80439,                 1.8045,             0.00051177,             0.00051177,             0.00051177
                     37,                 1.3988,                 1.0406,                 1.5741,                0.96032,                0.65011,                0.86832,                0.57993,                 1.3176,                0.81537,                 1.6681,             0.00047876,             0.00047876,             0.00047876
                     38,                  1.348,                 1.0659,                 1.5541,                0.88812,                0.87458,                0.94306,                0.61719,                 1.3056,                0.72989,                 1.6666,             0.00044576,             0.00044576,             0.00044576
                     39,                 1.3747,                  1.006,                  1.544,                0.96795,                0.80909,                0.94649,                0.60404,                  1.322,                0.71882,                 1.6841,             0.00041275,             0.00041275,             0.00041275
                     40,                 1.3782,                0.93936,                 1.5227,                0.97932,                0.94287,                0.99125,                0.65286,                 1.2911,                0.59731,                 1.6596,             0.00037974,             0.00037974,             0.00037974
                     41,                 1.3111,                0.81565,                 1.7186,                0.94484,                0.98554,                  0.995,                0.63952,                 1.3123,                0.59642,                 1.7009,             0.00034674,             0.00034674,             0.00034674
                     42,                 1.2321,                0.77162,                 1.6672,                0.86228,                      1,                0.97458,                 0.5963,                 1.3864,                0.65865,                 1.7599,             0.00031373,             0.00031373,             0.00031373
                     43,                 1.2746,                0.73128,                 1.7024,                      1,                0.98203,                  0.995,                0.56798,                 1.4165,                0.66171,                 1.8156,             0.00028072,             0.00028072,             0.00028072
                     44,                 1.3513,                0.72893,                 1.8219,                 0.9209,                0.95455,                0.95098,                0.59085,                 1.4752,                0.62572,                 1.8087,             0.00024772,             0.00024772,             0.00024772
                     45,                 1.2087,                0.64795,                 1.6582,                0.99332,                      1,                  0.995,                0.59174,                 1.4345,                0.65624,                 1.7459,             0.00021471,             0.00021471,             0.00021471
                     46,                 1.2249,                0.65717,                 1.6361,                0.88737,                0.95342,                0.97458,                0.59288,                 1.4163,                0.73101,                 1.7343,              0.0001817,              0.0001817,              0.0001817
                     47,                  1.262,                0.65327,                 1.6657,                0.86437,                0.94401,                0.95474,                0.59194,                 1.3771,                0.75257,                 1.7184,              0.0001487,              0.0001487,              0.0001487
                     48,                 1.1734,                0.69036,                 1.6478,                0.82986,                0.93562,                0.91093,                0.56263,                 1.4039,                0.73912,                 1.7492,             0.00011569,             0.00011569,             0.00011569
                     49,                 1.2382,                0.65179,                 1.6168,                0.80883,                0.93337,                0.93258,                0.58194,                 1.3991,                0.69767,                  1.751,             8.2683e-05,             8.2683e-05,             8.2683e-05
                     50,                 1.1994,                0.64312,                 1.6145,                0.94891,                0.88789,                0.97458,                0.60953,                 1.3666,                0.68938,                 1.7283,             4.9677e-05,             4.9677e-05,             4.9677e-05
